trainee_number,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation,conduct_two_assessments_flag,short_assessment
29,54,70,27,8,7,7,7,5,5,7,7,7,9,100,60,20,57,50,60,0,0,8,7,6,6,4,3,8,4,6,0,0,4,5,7,0,3,0,0,0,0,0,0,0,74,12,2,2,7,6,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0,0,0,8,7,7,8,7,8,8,7,6,7,0,0,0,58,66,70,100,0,6,7,8,6,0,7,0,0,8,0,8,7,8,7,0,0,0,0,0,0,0,4,4,69,8,4,6,5,4,62.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,56,90,0,7,7,6,6,6,7,6,7,7,8,100,40,20,90,50,50,0,0,6,0,5,4,5,7,4,5,4,0,6,4,6,6,6,0,0,0,0,0,0,0,0,57,11,9,8,4,5,27.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,56,70,36,5,7,6,6,5,6,6,0,0,0,0,100,40,70,0,30,0,0,5,8,0,5,5,2,4,4,5,0,5,0,7,6,5,0,0,0,0,0,0,0,0,73,14,1,3,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,54,80,0,8,8,8,8,7,7,7,8,8,8,80,40,40,54,18,30,0,0,0,8,7,6,7,6,8,7,6,0,8,8,6,5,6,0,0,0,0,0,0,0,0,0,12,1,3,8,6,95.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,55,80,30,5,4,6,4,4,4,4,5,5,7,60,0,60,22,22,20,0,0,6,0,0,4,4,3,5,3,4,4,5,6,5,5,3,0,0,6,3,0,0,0,0,50,13,8,3,5,6,46.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,56,80,35,7,6,8,8,5,6,3,7,5,7,0,80,40,43,46,20,0,30,5,8,0,0,5,6,5,0,6,4,0,5,7,0,4,0,0,0,0,0,6,0,0,59,13,4,8,7,5,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,54,80,23,5,3,5,4,7,6,6,6,5,7,0,100,60,90,30,70,0,60,5,4,6,4,5,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,11,3,3,6,6,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,56,90,32,6,5,8,7,4,6,7,5,7,8,80,80,80,68,14,40,0,0,3,6,4,4,2,3,5,4,7,0,4,8,4,4,4,0,0,0,0,0,0,0,0,66,15,2,1,8,7,93.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,0,0,0,6,5,5,5,7,5,6,6,6,7,100,80,80,33,28,50,0,0,6,0,3,5,5,4,6,3,5,0,4,5,6,5,5,0,0,0,0,0,0,0,0,51,13,12,12,3,3,15.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,56,90,34,6,7,3,5,7,8,4,5,5,0,0,80,60,56,61,50,0,0,7,6,0,7,7,2,5,0,8,3,0,6,5,5,5,7,0,0,0,0,0,0,0,53,14,13,12,3,4,14.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,56,90,29,7,6,5,6,6,6,6,6,7,7,0,0,0,70,76,40,70,0,8,6,3,0,0,6,0,0,0,0,7,6,6,6,0,0,0,0,0,0,0,0,5,62,13,7,5,6,6,53.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,54,80,0,7,0,7,6,5,0,8,6,8,8,100,60,40,33,60,70,0,0,6,2,6,0,5,3,3,4,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,13,6,11,6,4,61.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,9,6,8,8,8,8,8,8,8,9,0,0,0,80,49,70,90,0,3,6,5,7,0,9,0,0,8,0,7,8,8,9,0,0,0,0,0,0,0,0,4,70,8,1,2,8,6,93.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,56,80,37,3,3,3,3,4,4,3,4,4,6,0,0,0,53,0,70,88,78,3,5,4,0,3,3,0,3,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,7,6,4,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,55,70,30,6,5,3,6,5,6,6,5,6,5,0,100,40,90,60,50,0,0,7,8,6,0,8,3,7,6,0,4,0,5,5,0,6,0,0,7,0,0,5,0,0,69,16,1,1,9,8,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,56,90,32,7,6,7,7,7,6,6,7,7,8,0,0,40,55,0,10,0,54,7,6,0,0,5,4,6,0,6,3,0,6,6,0,6,0,0,0,0,0,5,0,0,63,14,7,10,5,4,57.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,54,60,32,7,6,8,7,6,7,8,7,8,7,0,0,0,50,0,0,66,52,6,7,7,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,13,3,1,7,7,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,54,70,26,5,4,7,6,4,5,6,6,7,8,80,60,80,58,34,30,0,0,6,4,3,0,5,4,4,0,5,0,7,8,5,6,5,0,0,4,0,0,8,0,0,64,14,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
62,56,80,38,4,4,5,5,4,4,5,5,4,8,0,0,0,75,0,20,90,74,5,3,4,0,3,3,0,3,5,0,4,0,5,0,0,0,0,0,0,0,0,5,5,0,10,2,1,8,7,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,56,90,33,6,3,5,4,5,7,5,6,6,9,0,80,40,50,30,40,0,0,6,6,4,3,4,5,3,3,6,4,6,6,3,6,5,6,0,0,0,0,0,0,0,58,10,3,2,6,6,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,56,90,27,5,4,7,5,6,7,7,5,5,7,80,80,60,65,62,60,0,0,6,0,4,0,6,6,5,5,5,6,0,4,7,6,6,2,0,6,0,0,1,0,0,65,13,2,1,8,7,92.3,0,0,6,0,6.0,1,1,1,3,3,0,5,6,5,2,0,0,1
155,55,70,31,6,4,6,5,5,4,5,5,6,6,100,60,80,80,30,70,0,0,6,6,5,5,0,5,4,5,4,0,5,5,5,5,5,0,0,0,0,0,0,0,0,64,15,1,3,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,56,70,34,5,5,4,5,5,5,5,6,6,7,0,0,0,70,0,60,90,70,6,8,0,5,0,5,0,0,5,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,6,5,5,60.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,56,80,0,7,8,7,7,7,6,7,7,6,9,0,0,0,7,0,6,9,7,8,7,6,0,6,6,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,5,5,0,8,3,3,6,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,53,60,0,5,4,6,6,4,4,5,5,5,6,80,0,40,41,0,40,0,0,4,4,0,2,4,3,5,3,4,4,5,3,5,5,5,5,0,0,0,0,0,0,0,47,12,10,5,4,5,29.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,54,70,30,5,4,5,5,5,4,5,4,5,7,0,0,0,99,0,60,80,64,6,5,5,0,6,3,0,6,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,4,7,5,5,70.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,55,70,30,7,7,6,7,7,6,7,6,7,7,100,40,60,70,50,60,0,0,7,7,6,6,7,7,7,6,6,0,5,6,7,7,5,0,0,0,0,0,0,0,0,75,13,1,2,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,56,80,31,8,7,7,7,8,7,8,6,7,8,0,80,100,79,64,30,0,0,7,7,4,4,6,4,6,7,0,6,6,4,7,7,7,4,0,0,0,0,0,0,0,72,14,5,8,6,5,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,55,70,31,7,7,6,7,7,8,8,7,7,7,0,0,0,75,54,70,90,0,7,0,4,0,0,7,0,0,0,0,7,7,6,6,0,0,0,0,0,0,0,4,4,78,13,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,56,90,30,8,7,7,8,6,5,8,7,8,9,100,0,60,80,54,80,0,0,7,9,7,6,7,4,7,5,4,0,7,7,8,8,6,0,0,0,0,0,0,0,0,74,15,4,7,7,5,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,53,70,0,6,5,5,6,6,6,6,5,7,8,0,0,0,5,0,7,9,4,7,6,6,0,6,7,0,0,5,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,4,6,5,62.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,55,60,35,6,5,6,6,4,5,6,5,6,7,60,40,20,0,10,10,0,0,7,7,3,5,6,6,6,4,5,6,6,4,4,5,6,4,0,0,0,0,0,0,0,71,13,1,2,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,55,80,25,6,5,7,6,6,4,8,7,8,7,0,100,100,65,52,40,0,0,5,7,4,0,2,5,4,4,0,6,0,5,5,0,5,0,0,4,0,0,4,0,0,61,16,7,6,5,6,62.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,56,80,37,7,6,5,6,6,6,6,6,7,8,100,0,60,52,36,50,56,50,7,7,5,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,11,2,4,7,6,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,54,70,27,6,5,3,4,8,5,5,4,5,8,80,60,60,58,42,60,0,0,7,0,6,0,0,8,3,4,3,6,0,5,6,5,5,3,44,0,0,0,6,0,0,60,16,5,9,6,5,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,56,80,33,8,7,8,8,8,7,7,7,7,8,100,80,60,49,16,20,0,34,7,9,5,5,6,8,7,7,5,0,3,7,5,5,4,0,0,0,0,0,0,0,0,74,11,2,7,7,5,86.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,56,80,31,6,6,7,7,5,5,6,5,6,7,80,20,60,47,20,60,0,0,6,5,4,5,3,5,5,5,0,5,6,4,5,5,5,5,0,0,0,0,0,0,0,65,15,5,4,6,6,73.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,56,90,27,6,6,4,5,8,6,5,5,5,9,0,60,80,100,58,90,0,0,7,8,0,0,6,7,6,0,5,4,5,6,6,0,0,0,0,0,0,0,7,0,0,67,15,1,8,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,56,80,34,7,6,6,7,7,6,6,6,6,6,0,0,0,69,69,70,88,0,7,0,6,0,0,6,0,0,5,0,6,4,5,0,0,0,0,0,0,0,0,0,5,68,13,4,2,6,6,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,56,80,32,7,7,6,7,3,6,6,7,6,6,80,100,60,68,40,50,0,0,8,5,6,5,3,4,4,4,0,5,6,5,5,8,5,6,0,0,0,0,0,0,0,71,15,4,7,6,5,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,55,90,23,6,4,8,7,6,7,6,6,6,7,100,40,40,55,44,20,0,0,7,5,4,6,7,6,0,7,5,0,5,6,5,6,4,0,0,0,0,0,0,0,0,64,14,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,55,70,0,8,0,7,7,7,0,7,7,8,8,80,100,40,90,52,50,0,0,7,6,5,0,6,5,5,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,0,13,4,5,6,5,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,56,80,36,8,6,6,8,8,7,4,8,7,6,0,60,10,67,0,50,0,0,0,5,0,4,6,7,0,0,0,6,4,6,6,7,4,4,0,0,0,0,0,0,0,0,14,1,3,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,54,60,33,7,5,6,6,6,0,7,6,7,8,80,100,80,0,28,50,0,0,5,5,4,6,5,5,5,6,0,0,0,0,7,6,0,0,0,0,0,0,0,5,5,67,14,3,7,7,5,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,53,60,28,5,7,6,6,4,7,6,3,4,9,0,0,0,57,0,60,36,70,4,3,2,0,0,4,0,4,6,0,4,7,5,5,0,0,0,0,0,0,0,0,4,58,9,6,6,5,4,44.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,54,70,27,6,6,4,5,4,7,7,5,6,6,100,80,40,57,54,80,44,62,1,5,4,3,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,2,2,7,6,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,0,0,0,6,6,6,6,7,5,6,6,6,7,100,80,80,80,46,60,46,42,6,7,6,5,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,3,8,7,5,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,52,60,0,7,7,7,7,4,8,7,6,7,8,0,0,0,69,0,70,90,36,3,4,0,0,0,3,6,5,5,0,7,5,5,5,0,0,0,0,0,0,0,0,5,62,11,6,11,5,3,54.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
300,56,90,33,8,7,8,8,8,7,7,7,7,8,0,100,40,77,70,70,0,0,7,5,0,7,5,7,6,7,7,8,6,7,5,5,6,6,0,0,0,0,0,0,0,77,14,1,8,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,55,70,32,7,7,7,7,5,7,7,7,7,8,0,60,20,36,21,10,0,0,7,0,5,3,7,4,0,5,6,6,5,8,8,6,5,8,0,0,0,0,0,0,0,76,10,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,0,0,0,7,8,7,7,6,5,6,7,6,7,0,0,0,70,0,0,98,44,8,8,8,0,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,61,13,11,12,4,4,23.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,55,80,26,6,5,6,6,6,6,7,8,6,7,0,0,0,80,48,60,0,0,7,0,0,0,8,7,0,0,5,0,0,0,0,0,0,0,0,7,0,0,8,0,0,63,12,5,8,6,5,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,56,90,31,7,7,6,7,7,7,7,6,6,9,100,80,40,45,60,70,62,60,8,9,5,5,6,8,7,7,8,4,3,5,6,4,6,0,0,0,0,0,0,0,0,75,10,2,3,7,6,90.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,0,0,0,8,6,5,8,6,6,9,8,7,8,0,0,60,63,0,50,0,40,4,6,0,0,6,5,0,0,6,4,0,7,0,0,0,0,0,3,0,0,7,0,0,73,14,2,2,7,6,92.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,55,80,29,5,6,4,5,5,4,6,5,5,7,0,0,0,69,0,50,88,36,5,5,4,0,0,6,0,5,4,0,5,6,5,5,0,0,0,0,0,0,0,0,4,66,9,2,1,6,7,88.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
99,55,80,29,6,6,6,6,5,5,7,6,7,6,60,60,40,68,20,50,0,0,6,5,5,3,5,5,6,5,0,5,2,7,5,6,4,5,0,0,0,0,0,0,0,67,14,4,5,7,5,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,55,70,29,7,7,6,6,6,7,6,7,7,8,100,100,40,40,46,20,0,0,7,7,0,0,5,5,6,5,6,0,0,0,0,0,0,0,0,0,7,7,7,0,5,63,11,6,3,5,6,50.0,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,55,70,31,8,7,7,7,7,7,7,7,6,9,20,40,20,77,32,70,0,0,7,0,5,5,7,8,7,7,5,0,4,7,6,7,5,0,0,0,0,0,0,0,0,73,13,3,10,7,4,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,56,80,31,6,6,6,6,6,6,7,7,6,9,0,60,40,80,46,60,0,60,6,6,4,5,6,5,6,6,5,6,4,6,5,5,6,6,0,0,0,0,0,0,0,68,13,4,4,7,6,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,56,80,31,6,6,0,6,6,7,5,5,6,6,60,60,60,66,27,60,0,0,6,5,0,6,7,2,7,6,7,4,0,6,0,6,0,6,44,6,0,0,5,0,0,62,13,5,7,6,5,69.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,55,80,30,5,6,6,5,5,6,4,5,6,8,0,0,0,69,0,60,90,40,6,5,2,0,0,6,0,4,6,0,4,4,5,5,0,0,0,0,0,0,0,0,3,56,9,5,8,5,4,55.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
93,0,0,0,7,7,7,7,5,7,6,7,8,7,0,0,0,69,22,40,88,0,7,4,5,5,0,1,0,0,6,0,7,6,6,5,0,0,0,0,0,0,0,0,5,73,12,1,1,7,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,56,90,36,6,6,5,5,7,5,4,6,5,7,0,0,0,90,0,80,70,66,7,7,4,0,0,4,3,5,5,0,5,6,5,5,0,0,0,0,0,0,0,0,4,60,11,6,3,4,6,54.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
270,56,90,27,5,5,3,4,5,7,6,3,6,9,60,80,20,72,23,40,0,0,5,0,2,0,8,3,4,6,6,4,0,3,6,5,6,0,52,0,0,0,5,0,0,61,14,4,1,6,6,78.6,6,2,5,0,0.0,6,6,6,8,2,0,6,7,5,2,0,0,1
55,56,80,30,7,8,8,7,7,8,7,7,6,9,20,60,40,80,24,60,0,0,6,7,0,6,8,8,6,7,5,2,0,4,5,5,0,4,0,5,5,0,6,0,0,74,14,3,3,8,7,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,56,80,33,8,6,8,8,8,7,6,7,7,5,100,100,60,67,20,30,0,0,8,7,4,3,8,9,8,8,6,0,4,6,7,6,6,0,0,0,0,0,0,0,0,62,13,8,13,5,4,46.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,56,80,30,7,6,7,7,7,6,7,7,7,8,80,80,40,65,54,20,28,0,8,7,6,8,5,7,8,8,5,7,7,5,7,5,7,6,0,0,0,0,0,0,0,74,14,1,8,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,56,90,33,4,5,3,4,3,4,5,5,4,7,0,60,100,66,24,40,0,0,0,6,0,0,1,1,8,0,4,4,0,7,6,0,5,0,0,0,0,0,0,0,0,0,13,10,1,5,7,30.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,56,80,34,8,7,7,7,7,6,7,7,7,8,0,0,40,45,0,30,0,62,7,7,0,0,6,6,5,0,6,5,0,6,6,0,7,0,0,0,0,0,3,0,0,73,14,4,7,7,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,55,70,30,7,5,8,8,5,6,8,8,8,7,80,60,60,56,24,30,0,0,3,6,6,5,5,4,3,4,8,0,7,8,6,9,6,0,0,0,0,0,0,5,4,69,14,1,3,9,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,54,70,30,7,6,6,6,5,7,8,8,8,8,0,100,40,64,2,70,0,0,4,8,5,7,6,6,6,6,0,5,5,8,7,7,8,6,0,0,0,0,0,0,0,72,13,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,56,70,35,6,6,6,6,6,6,7,7,6,6,0,0,0,30,24,20,0,0,7,8,0,5,6,5,0,5,5,4,4,6,6,7,7,6,0,7,0,0,6,0,0,71,14,4,5,7,6,78.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,56,90,32,5,3,5,4,7,5,5,5,6,8,0,0,0,65,0,90,98,62,6,6,4,0,0,5,4,3,5,0,4,6,5,5,0,0,0,0,0,0,0,0,5,60,11,2,8,8,5,90.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1
135,56,90,31,7,5,6,7,7,7,6,7,8,7,100,80,20,76,42,70,0,0,6,0,7,5,6,7,6,6,6,0,7,8,6,8,5,0,0,0,0,0,0,0,0,63,15,5,2,6,6,73.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,56,70,33,5,4,5,4,5,5,4,4,4,9,60,60,100,0,0,10,52,30,7,4,4,4,5,4,7,0,4,0,3,8,4,4,6,0,0,0,0,0,0,0,0,58,14,5,9,6,5,71.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,55,70,30,6,6,6,6,5,6,6,5,7,8,0,0,0,57,40,30,70,0,4,6,6,5,0,5,0,0,5,0,6,4,7,5,0,0,0,0,0,0,0,0,5,54,12,9,8,4,5,33.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,56,90,31,6,8,3,6,6,8,7,3,2,8,100,100,60,99,54,70,0,0,1,6,0,3,4,3,6,3,0,0,0,4,5,5,5,6,60,5,0,0,4,0,0,69,13,2,2,7,7,88.5,0,0,0,0,0.0,5,4,4,0,4,0,30,3,0,0,0,0,1
85,56,90,29,7,6,6,8,8,6,7,8,8,4,80,20,80,89,15,30,0,0,7,7,0,0,5,7,5,4,8,8,0,8,8,7,5,8,60,7,0,0,6,0,0,69,11,3,1,6,7,81.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,54,70,31,5,4,7,5,4,5,5,6,6,8,0,0,0,77,50,30,0,0,3,7,0,0,6,6,0,0,5,0,0,0,0,0,0,0,0,6,0,0,8,0,0,59,12,2,5,7,6,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,56,80,35,7,8,7,8,6,6,8,7,7,7,60,20,60,54,26,30,56,0,8,0,0,0,8,6,7,8,5,3,0,5,5,5,0,5,48,8,0,0,8,0,0,83,14,1,3,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,56,90,0,6,6,6,6,5,6,6,6,6,7,0,100,20,80,52,20,0,0,6,0,0,0,4,6,5,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,65,13,4,2,6,7,76.9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,0,0,0,6,7,6,6,5,6,7,6,6,7,0,0,0,70,40,70,100,0,7,6,5,7,0,4,0,0,5,0,6,6,5,5,0,0,0,0,0,0,0,0,0,74,12,2,4,6,5,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,55,70,32,6,6,3,7,5,6,6,4,6,6,80,40,20,56,31,0,0,0,6,5,0,0,5,5,0,0,5,6,0,0,0,0,0,0,0,0,0,0,8,0,0,68,13,3,8,6,5,84.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,56,90,33,6,7,5,6,6,6,7,7,6,7,100,80,20,58,53,50,0,0,6,7,4,5,4,6,6,5,5,8,6,6,6,7,5,7,0,0,0,0,0,0,0,63,10,7,8,4,4,40.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,55,80,27,6,6,5,6,6,5,7,7,6,0,0,20,40,70,20,40,0,0,9,9,0,0,5,6,6,0,6,0,7,6,5,5,5,0,0,5,0,0,0,0,0,73,13,2,5,8,5,92.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,55,80,25,7,6,0,6,8,8,7,5,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,16,4,6,6,6,81.3,0,0,0,0,0.0,7,6,7,6,1,0,10,7,9,9,1,0,1
128,56,90,30,7,6,6,7,8,7,5,8,8,6,0,40,40,85,40,90,0,0,8,7,8,7,6,5,8,4,6,8,7,8,7,6,5,8,0,0,0,0,0,0,0,70,9,1,4,8,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,56,80,34,8,6,6,6,6,8,8,7,7,9,0,0,0,98,36,70,0,0,8,8,0,0,8,7,0,0,6,0,0,0,0,0,0,0,56,7,0,0,7,0,0,70,12,6,4,6,6,58.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,56,90,29,5,5,3,4,5,5,6,5,5,6,100,100,60,64,26,10,0,0,0,0,5,5,4,5,5,5,4,0,4,7,6,5,5,0,0,0,0,0,0,0,0,0,12,7,5,5,6,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,56,90,30,7,8,7,7,7,6,7,8,7,7,0,80,60,60,50,50,0,60,7,6,5,7,8,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,78,11,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,56,90,36,6,6,6,6,6,6,6,6,6,6,100,40,60,0,31,70,0,0,6,7,0,0,6,4,4,7,6,7,0,6,5,0,6,0,56,4,0,0,4,0,0,66,15,6,4,5,6,66.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,54,60,32,3,3,4,3,3,5,3,5,8,9,20,60,40,41,31,40,12,31,8,6,1,2,4,4,3,3,7,3,3,9,8,9,7,0,0,0,0,0,0,0,0,59,10,1,1,8,7,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
