id,Source.Name,conduct_two_assessments,trainee_number,gender,stem_units,completion_method,quality_group_score,cognition,initial_rating_score,final_instructor_score,sea_command,land_command,command_final,thinking_ability_final,sea_performance_final,teamwork_final,stress_resilience_final,persistence_final,motivation,structures_test,sea_rowing,sea_rowing_test,fuel_regulator_test,navigation_test,gps_test,fire_extinguishing_test,marine_navigation_radar_test,professional_lecture,lecture_from_home,submarine_heating_exercise,topographic_map_exercise,raft_exercise,ps2_exercise,commander_qualities_exercise,billion_dollar_exercise,rowing,ship_interception_exercise,hole_digging,sociometric_stretchers,journey_1,journey_2,sociometric_rope,crawls,hydraulic_system_test,submarine_watch_exercise,m16_disassembly,m16_assembly,m16_final,psychologist_interview,psychologist_final,naval_officers_formula_score,number_of_trainees_in_group,commander_sociometric_position,friend_sociometric_position,commander_sociometric_ninths,friend_sociometric_ninths,commander_sociometric_percentile,cubes_in_darkness,pull_up_exercise,acid_stream_exercise,rowing_competition,material_evacuation_exercise,machinery_component_understanding,machinery_mechanical_system_analysis,machinery_drawing_analysis,machinery_understanding_physical_forces,machinery_final_suitability_score,machinery_recommendation,electronics_simulator_score,electronics_electrical_circuit_test,electronics_interview,electronics_final_suitability_score,electronics_recommendation
2299,17.3.24.XLSX,2.0,104,unknown,3,not_completed,55,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2300,17.3.24.XLSX,,530,unknown,0,not_completed,56,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2301,17.3.24.XLSX,,189,unknown,3,completed,56,80,31,3,3,4,2,5,2,4,4,5,3,100,100,20,76,20,30,0,0,4,0,0,4,2,3,3,0,3,7,0,4,6,0,0,5,68,0,4,4,4,0,0,49,13,6,2,6,6,61.5,0,0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0
2302,17.3.24.XLSX,,271,unknown,3,completed,54,70,26,3,4,5,5,5,5,4,5,6,1,100,80,20,42,50,30,0,0,6,4,0,0,3,1,6,2,0,0,5,6,6,6,5,0,48,5,0,0,4,0,0,43,18,16,17,3,4,16.7,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2303,17.3.24.XLSX,,142,unknown,3,completed,56,80,34,4,4,5,4,4,5,6,5,4,7,100,60,40,70,27,30,0,0,6,0,0,5,4,3,5,4,7,2,0,6,6,5,6,0,32,7,4,4,4,0,0,62,15,5,5,5,5,73.3,6,0,0,6,6.0,0,0,0,0,0,0,0,0,0,0,0
2304,17.3.24.XLSX,,72,unknown,0,completed,55,80,30,3,4,4,2,5,4,3,1,5,1,80,40,20,52,60,70,36,0,3,0,0,0,4,4,0,0,0,0,0,1,5,0,0,5,32,2,0,0,5,0,0,37,12,12,12,2,3,8.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2305,17.3.24.XLSX,,129,unknown,2,completed,56,90,27,4,5,5,6,6,0,4,3,4,2,100,80,100,34,43,70,78,70,6,7,0,3,7,5,6,6,0,2,0,5,0,5,3,3,0,7,4,4,4,0,0,59,12,3,4,7,5,83.3,7,0,5,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2305,17.3.24.XLSX,,129,unknown,2,completed,56,90,27,4,5,5,6,6,0,4,3,4,2,100,80,100,34,43,70,78,70,6,7,0,3,7,5,6,6,0,2,0,5,0,5,3,3,0,7,4,4,4,0,0,59,12,3,4,7,5,83.3,7,0,5,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2306,17.3.24.XLSX,,174,unknown,0,not_completed,56,80,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2307,17.3.24.XLSX,2.0,137,unknown,2,completed,56,70,33,3,5,3,2,5,7,5,4,6,6,80,40,80,62,34,30,0,0,4,5,0,4,3,4,3,3,7,3,0,9,7,7,0,7,60,6,5,5,5,0,0,60,9,3,3,6,6,77.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2307,17.3.24.XLSX,,244,unknown,0,completed,56,70,33,6,6,5,6,7,5,5,6,7,8,100,60,60,80,70,30,0,0,6,0,0,7,4,5,6,4,4,8,0,5,5,5,5,0,40,6,8,8,8,0,0,69,15,1,9,7,5,100.0,0,0,0,0,5.0,5,4,5,0,5,0,35,7,0,7,0
2308,17.3.24.XLSX,,162,unknown,2,completed,56,90,28,2,3,4,2,2,2,3,2,2,5,100,80,20,76,21,70,0,0,4,4,0,3,2,1,2,1,4,2,0,4,4,5,0,4,0,0,0,0,0,0,0,35,13,13,13,2,2,7.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2309,17.3.24.XLSX,,180,unknown,2,completed,56,80,28,6,5,4,5,6,6,6,6,6,0,80,60,60,60,20,70,0,0,6,7,0,0,5,6,5,5,6,0,6,7,5,6,5,6,0,1,0,0,7,0,0,57,16,9,9,5,5,50.0,0,0,0,0,5.0,6,6,6,6,3,0,15,6,6,5,2
2310,17.3.24.XLSX,,88,unknown,3,completed,55,70,0,7,8,4,7,6,6,7,7,6,2,60,60,20,60,20,50,0,0,6,7,0,7,5,6,7,5,4,7,6,7,7,6,0,6,36,6,6,6,6,0,0,76,12,1,2,7,6,100.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2311,17.3.24.XLSX,,77,unknown,0,completed,56,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2312,17.3.24.XLSX,,511,unknown,0,not_completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2313,17.3.24.XLSX,,281,unknown,3,completed,56,90,30,3,2,4,3,4,2,3,5,4,5,100,60,20,54,42,50,0,0,6,6,4,0,1,4,6,1,4,1,0,5,4,7,3,0,44,5,0,0,5,0,0,54,14,1,5,6,6,100.0,4,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2314,17.3.24.XLSX,,71,unknown,3,completed,56,60,39,3,4,4,3,3,4,5,3,5,1,100,40,20,35,20,10,0,0,5,4,0,5,4,3,4,3,4,3,4,6,6,5,5,8,28,3,0,0,5,0,0,58,16,7,2,5,7,62.5,0,4,5,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2315,17.3.24.XLSX,,75,unknown,0,completed,56,70,31,5,5,3,4,5,6,6,6,6,5,80,80,20,48,14,40,0,0,6,7,0,5,5,3,4,2,5,6,0,5,5,6,5,0,28,7,0,0,6,0,0,56,15,10,11,5,4,40.0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2316,17.3.24.XLSX,,166,unknown,3,completed,55,70,32,2,3,2,2,3,3,2,2,3,5,100,60,40,34,40,60,0,0,4,0,3,2,2,2,3,6,3,0,0,3,4,4,0,3,0,0,0,0,0,0,0,34,12,12,11,2,4,8.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2317,17.3.24.XLSX,,234,unknown,3,completed,56,90,27,4,5,4,5,5,6,6,6,6,3,100,60,80,53,47,20,0,0,6,6,0,0,6,5,5,4,5,5,0,5,6,6,0,0,6,0,0,0,5,0,0,63,13,4,7,6,6,80.8,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2318,17.3.24.XLSX,,77,unknown,0,not_completed,53,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2319,17.3.24.XLSX,,206,unknown,3,completed,56,90,29,2,3,0,3,4,6,5,6,5,1,100,80,60,80,46,80,0,0,3,4,0,0,2,2,4,5,0,6,0,6,5,5,0,0,56,4,7,4,6,0,0,51,13,5,3,6,7,69.2,4,4,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2320,17.3.24.XLSX,2.0,99,unknown,0,completed,54,90,18,5,4,5,5,6,5,4,6,4,6,80,100,80,40,35,20,0,0,6,6,8,0,5,3,5,0,4,0,5,6,5,6,5,0,0,5,0,0,4,0,0,49,14,6,10,6,5,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2321,17.3.24.XLSX,,124,unknown,3,completed,55,80,28,3,4,2,3,5,2,5,2,5,6,80,40,20,43,64,40,0,0,8,2,0,0,5,3,3,2,3,2,4,5,5,6,5,3,0,4,4,4,4,0,0,46,13,13,13,3,4,7.7,0,3,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
2322,17.3.24.XLSX,,29,unknown,3,completed,56,90,29,4,4,5,4,6,3,3,4,4,7,100,40,60,51,10,70,0,0,5,0,0,0,2,5,6,5,0,3,0,3,4,4,4,4,56,4,0,0,4,0,0,40,13,12,11,3,4,15.4,0,4,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2323,17.3.24.XLSX,,39,unknown,3,completed,56,80,31,2,3,3,2,3,2,4,2,4,5,80,60,40,30,45,10,0,0,2,2,0,4,2,1,2,2,0,3,0,5,6,0,4,6,36,4,5,5,5,0,0,39,14,12,11,3,5,21.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2324,17.3.24.XLSX,,60,unknown,3,completed,55,70,31,3,5,3,3,4,4,3,3,3,3,100,40,40,45,22,60,0,0,4,4,0,2,3,2,4,3,5,2,0,3,3,5,0,2,0,6,6,0,2,0,0,45,14,10,6,4,5,28.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2325,17.3.24.XLSX,,904,unknown,0,not_completed,56,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2325,17.3.24.XLSX,,904,unknown,0,not_completed,56,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2326,17.3.24.XLSX,,194,unknown,0,completed,56,90,28,3,4,3,4,3,6,5,4,3,7,20,40,20,51,24,50,0,0,4,7,0,0,6,2,4,3,6,3,5,3,4,6,5,6,20,2,0,0,3,0,0,44,15,13,13,3,4,20.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2327,17.3.24.XLSX,,84,unknown,0,not_completed,54,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2328,17.3.24.XLSX,2.0,143,unknown,2,completed,55,80,27,3,4,6,6,4,4,2,4,4,5,100,80,60,67,42,40,0,0,5,6,0,6,5,5,5,4,6,6,0,4,6,5,0,7,40,3,0,0,3,0,0,36,9,9,9,2,3,11.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2328,17.3.24.XLSX,,31,unknown,2,completed,55,80,27,4,4,4,4,6,6,4,6,5,6,100,40,40,70,54,70,80,60,7,6,5,0,6,5,5,4,6,3,4,7,7,6,6,6,76,5,5,5,5,0,0,46,16,13,15,5,4,28.1,4,5,5,0,6.0,0,0,0,0,0,0,0,0,0,0,0
2329,17.3.24.XLSX,,105,unknown,3,completed,0,0,0,7,6,6,7,5,5,8,7,7,7,80,80,60,37,45,60,0,0,7,0,0,0,5,5,0,4,0,5,0,9,6,6,7,9,48,6,0,0,7,0,0,75,12,1,1,9,8,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2330,17.3.24.XLSX,,93,unknown,2,completed,56,90,28,4,3,4,4,5,5,6,4,4,0,0,60,40,65,14,20,0,42,6,4,0,0,3,4,2,0,7,5,0,6,5,0,4,0,0,0,0,0,0,0,0,52,13,8,5,5,6,46.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2331,17.3.24.XLSX,,200,unknown,3,completed,56,80,33,2,3,2,1,5,2,4,2,5,3,80,60,20,34,42,60,0,0,3,0,0,0,2,4,6,4,0,4,3,5,0,0,3,6,20,4,0,0,5,0,0,38,16,16,14,3,4,6.3,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
2332,17.3.24.XLSX,,37,unknown,2,completed,56,90,30,7,8,6,7,6,8,6,6,7,7,80,60,20,32,20,40,0,0,8,0,4,0,7,6,6,6,0,0,0,6,5,5,0,6,0,0,0,0,0,0,0,76,12,1,4,7,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2333,17.3.24.XLSX,,111,unknown,0,not_completed,53,70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2334,17.3.24.XLSX,2.0,125,unknown,3,completed,56,90,30,6,5,4,6,4,6,5,6,6,8,100,80,40,54,26,50,6,0,7,0,0,6,6,4,5,4,7,6,0,5,6,6,0,3,0,6,7,0,0,0,0,66,11,1,4,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2335,17.3.24.XLSX,,80,unknown,2,not_completed,55,80,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2336,17.3.24.XLSX,,41,unknown,2,completed,0,0,0,3,4,4,4,3,4,4,4,5,3,100,80,20,54,11,20,0,0,3,0,0,0,4,4,5,4,0,4,0,3,4,5,5,6,40,3,0,0,6,0,0,45,13,9,7,4,5,38.5,0,6,2,0,4.0,0,0,0,0,0,0,0,0,0,0,0
2337,17.3.24.XLSX,,64,unknown,3,completed,54,70,25,3,5,4,3,3,6,3,4,5,3,40,20,60,50,24,40,0,0,1,3,4,5,6,3,5,4,0,4,0,6,6,6,6,3,36,2,0,0,7,0,0,36,17,16,16,3,3,11.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2338,17.3.24.XLSX,,37,unknown,3,completed,55,80,26,5,5,6,6,5,7,6,6,6,3,60,20,40,43,34,40,0,0,7,5,0,6,6,6,5,6,0,5,5,6,6,6,5,6,40,4,0,0,4,0,0,56,18,11,9,5,5,44.4,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2339,17.3.24.XLSX,,18,unknown,2,completed,56,90,33,6,4,7,6,6,5,7,7,7,8,100,100,40,97,34,30,0,0,8,0,4,7,6,4,4,6,5,0,0,5,6,5,0,6,0,0,0,0,0,0,0,58,12,9,9,4,4,33.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2340,17.3.24.XLSX,,177,unknown,3,completed,54,60,28,2,4,3,3,2,3,3,4,4,2,100,40,20,47,38,20,0,0,6,4,0,4,2,2,1,2,4,4,4,3,4,4,7,4,20,6,0,0,6,0,0,51,14,6,7,6,5,64.3,0,4,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
2341,17.3.24.XLSX,,84,unknown,3,completed,56,80,31,6,6,5,6,4,6,5,6,6,0,80,20,20,65,35,30,0,0,6,4,3,0,5,5,4,0,0,7,0,4,6,6,0,0,40,7,0,0,7,0,4,57,11,7,8,4,4,45.5,0,5,0,0,5.0,8,8,8,8,1,0,8,7,8,1,0
2342,17.3.24.XLSX,,700,unknown,0,not_completed,56,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2343,17.3.24.XLSX,,202,unknown,0,completed,55,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2344,17.3.24.XLSX,,58,unknown,2,completed,55,80,28,3,7,4,6,4,7,8,6,8,0,80,20,1,58,15,80,0,0,3,6,0,0,4,6,6,4,7,2,8,9,6,8,9,6,32,6,0,1,3,0,0,56,12,11,11,3,3,16.7,0,5,6,7,7.0,0,0,0,0,0,0,0,0,0,0,0
2345,17.3.24.XLSX,2.0,120,unknown,2,completed,55,80,26,3,3,1,2,4,2,6,3,5,5,60,60,80,47,34,70,0,0,5,0,0,0,3,1,6,5,2,1,0,5,6,3,0,3,52,5,0,0,6,0,0,44,12,11,12,3,3,16.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2346,17.3.24.XLSX,,272,unknown,3,completed,56,70,32,3,6,2,6,6,8,5,7,7,3,100,40,60,40,10,30,0,0,7,0,6,0,7,6,6,6,4,5,0,4,5,6,5,0,56,0,0,0,5,0,0,67,14,3,13,6,4,85.7,5,5,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2347,17.3.24.XLSX,,181,unknown,3,completed,54,60,29,4,4,4,4,5,5,5,5,6,4,40,40,40,40,35,30,0,0,4,5,0,0,4,3,4,3,0,4,5,5,4,5,4,6,48,3,5,5,5,0,0,47,12,9,10,5,4,33.3,4,4,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
2348,17.3.24.XLSX,,102,unknown,3,completed,56,70,33,4,5,4,5,5,6,4,5,5,6,40,40,20,40,16,30,0,0,7,4,0,0,3,4,5,0,0,5,0,4,6,6,6,5,44,2,0,0,3,0,0,47,14,14,9,2,4,7.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2349,17.3.24.XLSX,,233,unknown,3,completed,53,60,27,6,6,8,7,5,6,6,7,8,3,80,40,40,43,42,40,0,0,6,0,0,0,6,4,4,4,7,4,7,6,5,5,7,8,0,6,8,8,8,0,0,67,14,2,1,7,8,92.9,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0
2350,17.3.24.XLSX,,194,unknown,2,completed,56,90,28,3,3,4,3,7,4,4,6,3,3,100,80,60,90,46,50,0,0,4,3,0,0,3,4,3,3,3,4,7,7,4,6,5,7,52,6,0,0,7,0,0,39,16,14,9,4,5,18.8,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2351,17.3.24.XLSX,,13,unknown,3,completed,54,60,32,3,4,3,3,3,2,7,4,5,7,80,60,20,45,34,20,0,0,3,0,0,0,1,1,6,1,3,3,0,7,6,7,0,7,0,0,0,0,3,0,0,58,14,6,4,6,6,64.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2352,17.3.24.XLSX,2.0,109,unknown,2,completed,55,70,31,5,3,6,6,3,4,5,4,3,4,100,60,40,54,44,60,0,0,4,7,0,5,4,3,6,0,6,5,0,8,6,7,0,6,56,0,0,0,4,0,0,59,13,1,4,8,6,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2353,17.3.24.XLSX,,161,unknown,3,completed,56,80,30,3,3,0,3,3,3,5,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,16,5,4,6,6,75.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2354,17.3.24.XLSX,,145,unknown,2,not_completed,55,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2354,17.3.24.XLSX,,138,unknown,3,completed,55,80,27,3,4,6,5,3,4,6,6,5,7,100,20,40,70,66,60,0,0,6,3,0,6,3,3,4,4,6,4,0,5,5,6,7,3,32,3,6,4,5,0,0,51,10,7,8,4,4,40.0,0,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2355,17.3.24.XLSX,,175,unknown,0,completed,56,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2356,17.3.24.XLSX,,220,unknown,3,completed,55,80,25,3,4,6,5,3,4,6,6,5,7,100,20,40,70,66,60,0,0,6,3,0,6,3,3,4,4,6,4,0,5,5,6,7,3,32,3,6,4,5,0,0,51,10,7,8,4,4,40.0,0,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2357,17.3.24.XLSX,,181,unknown,2,completed,56,80,33,6,6,7,6,6,6,5,7,7,3,100,100,60,75,32,30,0,0,7,0,0,4,5,6,5,0,5,5,0,7,0,6,0,7,76,0,0,0,5,0,0,65,13,4,7,6,6,76.9,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0
2358,17.3.24.XLSX,,193,unknown,0,completed,56,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2359,17.3.24.XLSX,,304,unknown,3,completed,56,90,27,4,7,6,6,7,5,5,4,5,0,80,40,60,60,20,80,0,0,6,0,0,5,5,4,4,7,7,4,7,5,5,4,5,5,40,0,0,0,3,0,0,56,13,9,8,5,5,38.5,5,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2360,17.3.24.XLSX,,56,unknown,3,completed,56,90,31,4,3,4,3,6,4,8,4,5,8,100,60,40,0,36,40,0,60,5,6,0,0,3,5,5,6,4,5,0,5,4,6,0,4,66,3,4,4,4,0,0,53,16,12,5,5,6,31.3,6,0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2361,17.3.24.XLSX,,93,unknown,2,completed,56,80,30,2,4,4,4,4,0,4,3,4,0,100,100,60,65,10,50,0,0,4,4,0,0,4,3,3,3,0,4,5,4,5,4,4,7,0,0,0,0,0,0,0,46,16,11,14,4,4,37.5,2,5,3,0,3.0,0,0,0,0,0,0,0,0,0,0,0
2362,17.3.24.XLSX,,116,unknown,2,completed,56,90,24,2,4,2,0,0,3,4,0,0,0,80,7,4,3,4,8,4,4,4,0,2,4,4,7,3,6,0,5,3,7,5,4,3,7,4,4,30,50,6,0,0,38,13,13,13,3,4,7.7,2,5,3,0,8.0,0,0,0,0,0,0,0,0,0,0,0
2363,17.3.24.XLSX,2.0,26,unknown,3,completed,55,80,0,3,5,3,3,4,5,3,3,4,3,80,80,80,50,55,60,0,0,1,4,0,0,3,2,2,0,4,3,0,3,4,4,0,4,0,0,0,0,0,0,0,42,11,8,8,4,5,31.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2363,17.3.24.XLSX,,27,unknown,2,completed,55,80,0,3,6,0,5,2,0,3,5,5,7,100,60,40,70,56,60,98,60,6,2,4,0,5,4,4,3,0,5,0,0,0,0,0,6,44,6,0,0,4,0,0,55,9,5,6,5,5,61.1,4,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2363,17.3.24.XLSX,,27,unknown,2,completed,55,80,0,3,6,0,5,2,0,3,5,5,7,100,60,40,70,56,60,98,60,6,2,4,0,5,4,4,3,0,5,0,0,0,0,0,6,44,6,0,0,4,0,0,55,9,5,6,5,5,61.1,4,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2364,17.3.24.XLSX,,155,unknown,2,completed,0,0,0,3,3,2,2,3,2,3,3,3,6,100,60,40,20,10,50,10,10,4,4,3,0,3,2,2,2,3,2,0,2,5,4,0,2,56,2,4,4,4,0,0,36,14,14,14,1,3,7.1,0,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2365,17.3.24.XLSX,,283,unknown,3,not_completed,56,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2366,17.3.24.XLSX,,211,unknown,3,completed,56,90,26,3,3,2,2,2,2,3,3,3,3,80,60,1,57,34,30,0,0,5,5,0,0,1,1,1,3,2,2,0,5,4,6,0,0,0,0,6,5,6,0,0,43,13,8,9,5,4,46.2,2,5,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0
2367,17.3.24.XLSX,2.0,309,unknown,2,not_completed,56,90,26,2,2,4,3,2,3,2,3,3,5,100,40,60,65,16,0,0,0,4,0,0,0,3,2,4,0,4,2,0,3,3,5,0,4,66,2,0,0,1,0,0,46,12,2,6,7,5,91.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2367,17.3.24.XLSX,,147,unknown,2,completed,56,90,26,2,2,3,2,5,4,3,2,4,0,80,20,40,36,61,40,0,0,6,4,0,4,1,4,3,2,2,4,2,2,4,3,4,3,0,3,0,0,3,0,0,35,10,10,10,1,1,10.0,0,4,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
2368,17.3.24.XLSX,,71,unknown,0,completed,54,60,34,6,5,6,6,5,7,5,6,7,4,80,60,40,42,46,20,0,0,7,0,0,6,5,3,6,3,5,5,0,6,6,6,5,0,36,6,0,0,4,0,0,65,15,3,7,6,5,86.7,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
2369,17.3.24.XLSX,,134,unknown,3,completed,55,80,27,3,4,3,3,4,4,3,2,3,5,80,80,60,83,24,50,0,0,4,8,0,5,5,2,2,2,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,45,16,9,10,4,5,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2370,17.3.24.XLSX,,504,unknown,0,not_completed,55,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
2371,17.3.24.XLSX,,402,unknown,0,not_completed,56,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
